File	Time	Result	Ackermann	Solver
/3/foobar.txt.1	0m0,057s	unsat	Yes	cvc5
/3/foobar.txt.1	0m0,057s	unsat	No	cvc5
/3/foobar.txt.1	0m0,025s	unsat	Yes	mathSAT
/3/foobar.txt.1	0m0,027s	unsat	No	mathSAT

/3/foobar.txt.10	0m0,772s	unsat	Yes	Z3
/3/foobar.txt.10	0m0,734s	unsat	No	Z3
/3/foobar.txt.10	0m2,318s	unsat	Yes	cvc5
/3/foobar.txt.10	0m2,299s	unsat	No	cvc5
/3/foobar.txt.10	0m1,559s	unsat	Yes	mathSAT
/3/foobar.txt.10	0m1,717s	unsat	No	mathSAT

/3/foobar.txt.11	0m1,914s	unsat	Yes	Z3
/3/foobar.txt.11	0m1,900s	unsat	No	Z3
/3/foobar.txt.11	0m6,841s	unsat	Yes	cvc5
/3/foobar.txt.11	0m6,846s	unsat	No	cvc5
/3/foobar.txt.11	0m22,646s	unsat	Yes	mathSAT
/3/foobar.txt.11	0m22,157s	unsat	No	mathSAT

/3/foobar.txt.2	0m0,220s	unsat	Yes	Z3
/3/foobar.txt.2	0m0,057s	unsat	No	Z3
/3/foobar.txt.2	0m0,123s	unsat	Yes	cvc5
/3/foobar.txt.2	0m0,123s	unsat	No	cvc5
/3/foobar.txt.2	0m0,045s	unsat	Yes	mathSAT
/3/foobar.txt.2	0m0,046s	unsat	No	mathSAT

/3/foobar.txt.3	0m0,100s	unsat	Yes	Z3
/3/foobar.txt.3	0m0,081s	unsat	No	Z3
/3/foobar.txt.3	0m0,190s	unsat	Yes	cvc5
/3/foobar.txt.3	0m0,188s	unsat	No	cvc5
/3/foobar.txt.3	0m0,072s	unsat	Yes	mathSAT
/3/foobar.txt.3	0m0,074s	unsat	No	mathSAT

/3/foobar.txt.4	0m0,119s	unsat	Yes	Z3
/3/foobar.txt.4	0m0,105s	unsat	No	Z3
/3/foobar.txt.4	0m0,276s	unsat	Yes	cvc5
/3/foobar.txt.4	0m0,276s	unsat	No	cvc5
/3/foobar.txt.4	0m0,095s	unsat	Yes	mathSAT
/3/foobar.txt.4	0m0,094s	unsat	No	mathSAT

/3/foobar.txt.5	0m0,155s	unsat	Yes	Z3
/3/foobar.txt.5	0m0,140s	unsat	No	Z3
/3/foobar.txt.5	0m0,405s	unsat	Yes	cvc5
/3/foobar.txt.5	0m0,414s	unsat	No	cvc5
/3/foobar.txt.5	0m0,190s	unsat	Yes	mathSAT
/3/foobar.txt.5	0m0,189s	unsat	No	mathSAT

/3/foobar.txt.6	0m0,202s	unsat	Yes	Z3
/3/foobar.txt.6	0m0,191s	unsat	No	Z3
/3/foobar.txt.6	0m0,631s	unsat	Yes	cvc5
/3/foobar.txt.6	0m0,619s	unsat	No	cvc5
/3/foobar.txt.6	0m0,379s	unsat	Yes	mathSAT
/3/foobar.txt.6	0m0,431s	unsat	No	mathSAT

/3/foobar.txt.7	0m0,316s	unsat	Yes	Z3
/3/foobar.txt.7	0m0,294s	unsat	No	Z3
/3/foobar.txt.7	0m0,840s	unsat	Yes	cvc5
/3/foobar.txt.7	0m0,790s	unsat	No	cvc5
/3/foobar.txt.7	0m0,371s	unsat	Yes	mathSAT
/3/foobar.txt.7	0m0,371s	unsat	No	mathSAT

/3/foobar.txt.8	0m0,772s	unsat	Yes	Z3
/3/foobar.txt.8	0m0,625s	unsat	No	Z3
/3/foobar.txt.8	0m1,092s	unsat	Yes	cvc5
/3/foobar.txt.8	0m1,100s	unsat	No	cvc5
/3/foobar.txt.8	0m0,893s	unsat	Yes	mathSAT
/3/foobar.txt.8	0m0,886s	unsat	No	mathSAT

