File	Time	Result	Ackermann	Solver
/3/foobar.txt.7	0m0,036s	unsat	Yes	mathSAT
/3/foobar.txt.7	0m0,036s	unsat	No	mathSAT

/3/foobar.txt.8	0m0,046s	unsat	Yes	Z3
/3/foobar.txt.8	0m0,037s	unsat	No	Z3
/3/foobar.txt.8	0m0,102s	unsat	Yes	cvc5
/3/foobar.txt.8	0m0,102s	unsat	No	cvc5
/3/foobar.txt.8	0m0,075s	unsat	Yes	mathSAT
/3/foobar.txt.8	0m0,075s	unsat	No	mathSAT

/3/foobar.txt.9	0m0,079s	unsat	Yes	Z3
/3/foobar.txt.9	0m0,070s	unsat	No	Z3
/3/foobar.txt.9	0m0,141s	unsat	Yes	cvc5
/3/foobar.txt.9	0m0,139s	unsat	No	cvc5
/3/foobar.txt.9	0m0,068s	unsat	Yes	mathSAT
/3/foobar.txt.9	0m0,068s	unsat	No	mathSAT

/4/foobar.txt.0	0m0,022s	unsat	Yes	Z3
/4/foobar.txt.0	0m0,017s	unsat	No	Z3
/4/foobar.txt.0	0m0,006s	unsat	Yes	cvc5
/4/foobar.txt.0	0m0,008s	unsat	No	cvc5
/4/foobar.txt.0	0m0,008s	unsat	Yes	mathSAT
/4/foobar.txt.0	0m0,007s	unsat	No	mathSAT

/4/foobar.txt.1	0m0,034s	unsat	Yes	Z3
/4/foobar.txt.1	0m0,021s	unsat	No	Z3
/4/foobar.txt.1	0m0,011s	unsat	Yes	cvc5
/4/foobar.txt.1	0m0,014s	unsat	No	cvc5
/4/foobar.txt.1	0m0,009s	unsat	Yes	mathSAT
/4/foobar.txt.1	0m0,008s	unsat	No	mathSAT

/4/foobar.txt.10	0m0,083s	unsat	Yes	Z3
/4/foobar.txt.10	0m0,056s	unsat	No	Z3
/4/foobar.txt.10	0m0,275s	unsat	Yes	cvc5
/4/foobar.txt.10	0m0,274s	unsat	No	cvc5
/4/foobar.txt.10	0m0,112s	unsat	Yes	mathSAT
/4/foobar.txt.10	0m0,112s	unsat	No	mathSAT

/4/foobar.txt.11	0m0,083s	unsat	Yes	Z3
/4/foobar.txt.11	0m0,073s	unsat	No	Z3
/4/foobar.txt.11	0m0,464s	unsat	Yes	cvc5
/4/foobar.txt.11	0m0,467s	unsat	No	cvc5
/4/foobar.txt.11	0m0,189s	unsat	Yes	mathSAT
/4/foobar.txt.11	0m0,188s	unsat	No	mathSAT

/4/foobar.txt.12	0m0,142s	unsat	Yes	Z3
/4/foobar.txt.12	0m0,136s	unsat	No	Z3
/4/foobar.txt.12	0m0,825s	unsat	Yes	cvc5
/4/foobar.txt.12	0m0,815s	unsat	No	cvc5
/4/foobar.txt.12	0m0,570s	unsat	Yes	mathSAT
/4/foobar.txt.12	0m0,569s	unsat	No	mathSAT

/4/foobar.txt.13	0m0,392s	unsat	Yes	Z3
/4/foobar.txt.13	0m0,235s	unsat	No	Z3
/4/foobar.txt.13	0m1,781s	unsat	Yes	cvc5
/4/foobar.txt.13	0m1,764s	unsat	No	cvc5
/4/foobar.txt.13	0m0,968s	unsat	Yes	mathSAT
/4/foobar.txt.13	0m0,970s	unsat	No	mathSAT

/4/foobar.txt.14	0m0,509s	unsat	Yes	Z3
/4/foobar.txt.14	0m0,344s	unsat	No	Z3
/4/foobar.txt.14	0m2,265s	unsat	Yes	cvc5
/4/foobar.txt.14	0m2,272s	unsat	No	cvc5
/4/foobar.txt.14	0m0,838s	unsat	Yes	mathSAT
/4/foobar.txt.14	0m0,840s	unsat	No	mathSAT

/4/foobar.txt.15	0m1,120s	unsat	Yes	Z3
/4/foobar.txt.15	0m0,956s	unsat	No	Z3
/4/foobar.txt.15	0m9,644s	unsat	Yes	cvc5
/4/foobar.txt.15	0m9,633s	unsat	No	cvc5
/4/foobar.txt.15	0m6,017s	unsat	Yes	mathSAT
/4/foobar.txt.15	0m6,020s	unsat	No	mathSAT

/4/foobar.txt.16	0m4,693s	unsat	Yes	Z3
/4/foobar.txt.16	0m4,716s	unsat	No	Z3
/4/foobar.txt.16	0m16,354s	unsat	Yes	cvc5
/4/foobar.txt.16	0m16,391s	unsat	No	cvc5
/4/foobar.txt.16	0m7,203s	unsat	Yes	mathSAT
/4/foobar.txt.16	0m7,243s	unsat	No	mathSAT

/4/foobar.txt.2	0m0,030s	unsat	Yes	Z3
/4/foobar.txt.2	0m0,023s	unsat	No	Z3
/4/foobar.txt.2	0m0,012s	unsat	Yes	cvc5
/4/foobar.txt.2	0m0,012s	unsat	No	cvc5
/4/foobar.txt.2	0m0,007s	unsat	Yes	mathSAT
/4/foobar.txt.2	0m0,007s	unsat	No	mathSAT

/4/foobar.txt.3	0m0,045s	unsat	Yes	Z3
/4/foobar.txt.3	0m0,021s	unsat	No	Z3
/4/foobar.txt.3	0m0,019s	unsat	Yes	cvc5
/4/foobar.txt.3	0m0,020s	unsat	No	cvc5
/4/foobar.txt.3	0m0,011s	unsat	Yes	mathSAT
/4/foobar.txt.3	0m0,014s	unsat	No	mathSAT

/4/foobar.txt.4	0m0,048s	unsat	Yes	Z3
/4/foobar.txt.4	0m0,021s	unsat	No	Z3
/4/foobar.txt.4	0m0,029s	unsat	Yes	cvc5
/4/foobar.txt.4	0m0,025s	unsat	No	cvc5
/4/foobar.txt.4	0m0,011s	unsat	Yes	mathSAT
/4/foobar.txt.4	0m0,012s	unsat	No	mathSAT

/4/foobar.txt.5	0m0,050s	unsat	Yes	Z3
/4/foobar.txt.5	0m0,025s	unsat	No	Z3
/4/foobar.txt.5	0m0,035s	unsat	Yes	cvc5
/4/foobar.txt.5	0m0,035s	unsat	No	cvc5
/4/foobar.txt.5	0m0,016s	unsat	Yes	mathSAT
/4/foobar.txt.5	0m0,018s	unsat	No	mathSAT

/4/foobar.txt.6	0m0,054s	unsat	Yes	Z3
/4/foobar.txt.6	0m0,026s	unsat	No	Z3
/4/foobar.txt.6	0m0,066s	unsat	Yes	cvc5
/4/foobar.txt.6	0m0,066s	unsat	No	cvc5
/4/foobar.txt.6	0m0,025s	unsat	Yes	mathSAT
/4/foobar.txt.6	0m0,025s	unsat	No	mathSAT

/4/foobar.txt.7	0m0,046s	unsat	Yes	Z3
/4/foobar.txt.7	0m0,032s	unsat	No	Z3
/4/foobar.txt.7	0m0,070s	unsat	Yes	cvc5
/4/foobar.txt.7	0m0,070s	unsat	No	cvc5
/4/foobar.txt.7	0m0,037s	unsat	Yes	mathSAT
/4/foobar.txt.7	0m0,036s	unsat	No	mathSAT

/4/foobar.txt.8	0m0,051s	unsat	Yes	Z3
/4/foobar.txt.8	0m0,040s	unsat	No	Z3
/4/foobar.txt.8	0m0,122s	unsat	Yes	cvc5
/4/foobar.txt.8	0m0,121s	unsat	No	cvc5
/4/foobar.txt.8	0m0,074s	unsat	Yes	mathSAT
/4/foobar.txt.8	0m0,075s	unsat	No	mathSAT

/4/foobar.txt.9	0m0,072s	unsat	Yes	Z3
/4/foobar.txt.9	0m0,056s	unsat	No	Z3
/4/foobar.txt.9	0m0,166s	unsat	Yes	cvc5
/4/foobar.txt.9	0m0,168s	unsat	No	cvc5
/4/foobar.txt.9	0m0,061s	unsat	Yes	mathSAT
/4/foobar.txt.9	0m0,062s	unsat	No	mathSAT

